rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,associated_companies,number_of_companies
2020,1400,Healthcare,Carlos Sanchez,61.0,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,False,E,M,1/21/1962 0:00,Sanchez,Carlos,Heir & Major Shareholder,4/4/2023 5:01,,,1962.0,1.0,21.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Generic drugs,1
2020,1400,Real Estate,Martin Selig,85.0,United States,Seattle,Real estate,Real Estate,United States,,True,E,M,12/31/1937 0:00,Selig,Martin,Founder & Entrepreneur,4/4/2023 5:01,Washington,West,1937.0,12.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
2020,1400,Energy,Airat Shaimiev,61.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,3/7/1962 0:00,Shaimiev,Airat,Founder & Entrepreneur & Refinery,4/4/2023 5:01,,,1962.0,3.0,7.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Refinery, chemicals",2
2020,1400,Energy,Radik Shaimiev,58.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,11/14/1964 0:00,Shaimiev,Radik,Founder & Entrepreneur & Refinery,4/4/2023 5:01,,,1964.0,11.0,14.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Refinery, chemicals",2
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97.0,Japan,Saitama,Retail,Fashion & Retail,Japan,,True,U,M,3/8/1926 0:00,Shimamura,Nobutoshi,Founder & Entrepreneur,4/4/2023 5:01,,,1926.0,3.0,8.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Retail,1
2020,1400,Technology,Jared Smith,48.0,United States,Provo,Cloud computing,Technology,United States,,True,E,M,10/2/1974 0:00,Smith,Jared,Founder & Entrepreneur,4/4/2023 5:01,Utah,West,1974.0,10.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Cloud computing,1
2020,1400,Fashion & Retail,Charlotte Soderstrom,46.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,F,1/1/1977 0:00,Soderstrom,Charlotte,Heir & Major Shareholder & H&M,4/4/2023 5:01,,,1977.0,1.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,H&M,1
2020,1400,Healthcare,Anand Surana,52.0,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,3/24/1971 0:00,Surana,Anand,Heir & Major Shareholder,4/4/2023 5:01,,,1971.0,3.0,24.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2020,1400,Healthcare,Dilip Surana,57.0,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,1/18/1966 0:00,Surana,Dilip,Heir & Major Shareholder,4/4/2023 5:01,,,1966.0,1.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2020,1400,Finance & Investments,Wilma Tisch,95.0,United States,New York,Diversified,Finance & Investments,United States,,False,D,F,6/25/1927 0:00,Tisch,Wilma,Heir & Major Shareholder,4/4/2023 5:01,New York,Northeast,1927.0,6.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Diversified,10
2020,1400,Technology,Jianyi Wang,60.0,China,Hangzhou,Fiber optic cables,Technology,China,,True,U,M,1/12/1963 0:00,Wang,Jianyi,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,1.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Fiber optic cables,1
2020,1400,Logistics,Wang Jilei,58.0,China,Shanghai,Logistics,Logistics,China,,True,U,M,1/1/1965 0:00,Wang,Jilei,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Logistics,1
2020,1400,Manufacturing,Shuifu Wang,68.0,China,Hangzhou,Manufacturing,Manufacturing,China,,True,D,M,2/10/1955 0:00,Wang,Shuifu,Founder & Entrepreneur,4/4/2023 5:01,,,1955.0,2.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Manufacturing,1
2020,1400,Manufacturing,Wang Yanqing & family,76.0,China,Weihai,Carbon fiber products,Manufacturing,China,,False,D,F,7/2/1946 0:00,Wang,Yanqing,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1946.0,7.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Carbon fiber products,1
2020,1400,Metals & Mining,Wang Zelong,26.0,China,Jiaozuo,Chemicals,Metals & Mining,China,,False,D,M,7/1/1996 0:00,Wang,Zelong,Heir & Major Shareholder,4/4/2023 5:01,,,1996.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Chemicals,1
2020,1400,Manufacturing,Werner O. Weber,84.0,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,True,E,M,2/9/1939 0:00,Weber,Werner O.,Founder & Entrepreneur,4/4/2023 5:01,,,1939.0,2.0,9.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Electronic components,1
2020,1400,Manufacturing,Anne Werninghaus,37.0,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,False,U,F,1/1/1986 0:00,Werninghaus,Anne,Heir & Major Shareholder,4/4/2023 5:01,,,1986.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Industrial machinery,1
2020,1400,Finance & Investments,"Alfred West, Jr.",80.0,United States,Paoli,Money management,Finance & Investments,United States,,True,U,M,12/7/1942 0:00,West,Alfred,Founder & Entrepreneur,4/4/2023 5:01,Pennsylvania,Northeast,1942.0,12.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Money management,1
2020,1400,Manufacturing,Bo Wu,68.0,China,Nanjing,Machinery,Manufacturing,China,,True,E,M,5/1/1954 0:00,Wu,Bo,Founder & Entrepreneur,4/4/2023 5:01,,,1954.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Machinery,1
2020,1400,Manufacturing,Wu Chaoqun,53.0,China,Meishan,Chemicals,Manufacturing,China,,True,U,M,5/18/1969 0:00,Wu,Chaoqun,Founder & Entrepreneur,4/4/2023 5:01,,,1969.0,5.0,18.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Chemicals,1
2020,1400,Technology,Swift Xie,43.0,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,E,M,1/1/1980 0:00,Xie,Swift,Founder & Lead Investor,4/4/2023 5:01,,,1980.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"DJI Technology Co., Drones",2
2020,1400,Manufacturing,Xu Guozhong & family,59.0,China,Changzhou,Motors,Manufacturing,China,,True,D,M,9/1/1963 0:00,Xu,Guozhong,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1963.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Motors,1
2020,1400,Food & Beverage,Yao Kuizhang,58.0,China,Hengshui,Beverages,Food & Beverage,China,,True,D,M,1/1/1965 0:00,Yao,Kuizhang,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Beverages,1
2020,1400,Real Estate,Yu Peidi,63.0,China,Shanghai,Real estate,Real Estate,Hong Kong,,True,D,M,1/1/1960 0:00,Yu,Peidi,Founder & Entrepreneur,4/4/2023 5:01,,,1960.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Real estate,1
2020,1400,Healthcare,Yuan Liping,52.0,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,False,D,F,1/1/1971 0:00,Yuan,Liping,Heir & Major Shareholder,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Pharmaceuticals,1
2020,1400,Manufacturing,Zhang Chuanwei & family,60.0,China,Zhongshan,Machinery,Manufacturing,China,,True,D,M,6/15/1962 0:00,Zhang,Chuanwei,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1962.0,6.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Machinery,1
2020,1400,Real Estate,Zhang Keqiang,62.0,China,Guangzhou,Real estate,Real Estate,China,,True,D,M,4/29/1960 0:00,Zhang,Keqiang,Founder & Entrepreneur,4/4/2023 5:01,,,1960.0,4.0,29.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Real estate,1
2020,1400,Real Estate,Zhang Xin,57.0,China,Beijing,Real estate,Real Estate,China,SOHO China,True,Split Family Fortune,F,8/24/1965 0:00,Zhang,Xin,Cofounder & CEO,4/4/2023 5:01,,,1965.0,8.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"Real estate, SOHO China",2
2020,1400,Manufacturing,Xinghai Zhang & family,60.0,China,Chongqing,Machinery,Manufacturing,China,,True,D,M,1/1/1963 0:00,Zhang,Xinghai,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Machinery,1
2020,1400,Manufacturing,Zheng Jianjiang & family,62.0,China,Ningbo,Electrical equipment,Manufacturing,China,,True,D,M,1/1/1961 0:00,Zheng,Jianjiang,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electrical equipment,1
2020,1400,Real Estate,Zhong Sheng Jian,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,D,M,3/3/1958 0:00,Zhong,Sheng Jian,Founder & Entrepreneur,4/4/2023 5:01,,,1958.0,3.0,3.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Fashion & Retail,Zhou Chengjian,57.0,China,Shanghai,Fashion retail,Fashion & Retail,China,,True,D,M,4/30/1965 0:00,Zhou,Chengjian,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,4.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Fashion retail,1
2020,1400,Diversified,Boris Zingarevich,63.0,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,True,R,M,7/8/1959 0:00,Zingarevich,Boris,Founder & Entrepreneur & and paper,4/4/2023 5:01,,,1959.0,7.0,8.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Pulp and paper, diversified",10
2133,1300,Automotive,A. Jayson Adair,53.0,United States,Dallas,Damaged cars,Automotive,United States,,True,U,M,10/16/1969 0:00,Adair,A. Jayson,Founder & Entrepreneur,4/4/2023 5:01,Texas,South,1969.0,10.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Damaged cars,1
2133,1300,Logistics,Soegiarto Adikoesoemo,85.0,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,True,R,M,3/24/1938 0:00,Adikoesoemo,Soegiarto,Founder & Entrepreneur,4/4/2023 5:01,,,1938.0,3.0,24.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Chemicals,1
2133,1300,Healthcare,Rajendra Agarwal,64.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,2/25/1959 0:00,Agarwal,Rajendra,Founder & Entrepreneur,4/4/2023 5:01,,,1959.0,2.0,25.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2133,1300,Healthcare,Chirayu Amin,76.0,India,Baroda,Pharmaceuticals,Healthcare,India,,False,D,M,12/4/1946 0:00,Amin,Chirayu,Heir & Major Shareholder,4/4/2023 5:01,,,1946.0,12.0,4.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2133,1300,Real Estate,Anant Asavabhokhin,72.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,,True,E,M,8/11/1950 0:00,Asavabhokhin,Anant,Founder & Entrepreneur,4/4/2023 5:01,,,1950.0,8.0,11.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Real estate,1
2133,1300,Finance & Investments,Roman Avdeev,55.0,Russia,Moscow,"Banking, development",Finance & Investments,Russia,,True,R,M,7/17/1967 0:00,Avdeev,Roman,Founder & Entrepreneur & Banking,4/4/2023 5:01,,,1967.0,7.0,17.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Banking, development",2
2133,1300,Automotive,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,,True,D,M,1/3/1959 0:00,Aviram,Ziv,Founder & Entrepreneur,4/4/2023 5:01,,,1959.0,1.0,3.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,Automotive technology,1
2133,1300,Fashion & Retail,Sachin Bansal,41.0,India,Bangalore,Flipkart,Fashion & Retail,India,,True,E,M,8/5/1981 0:00,Bansal,Sachin,Founder & Entrepreneur,4/4/2023 5:01,,,1981.0,8.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Flipkart,1
2133,1300,Energy,Kiki Barki,83.0,Indonesia,Jakarta,Coal,Energy,Indonesia,,True,D,M,11/25/1939 0:00,Barki,Kiki,Founder & Entrepreneur,4/4/2023 5:01,,,1939.0,11.0,25.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Coal,1
2133,1300,Construction & Engineering,Elena Baturina,60.0,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,,True,D,F,3/8/1963 0:00,Baturina,Elena,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,3.0,8.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,"Investments, real estate",2
2133,1300,Healthcare,Banwari Lal Bawri,70.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,4/2/1953 0:00,Bawri,Banwari Lal,Founder & Entrepreneur,4/4/2023 5:01,,,1953.0,4.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2133,1300,Finance & Investments,Othman Benjelloun & family,90.0,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,,False,E,M,11/1/1932 0:00,Benjelloun,Othman,Controlling Shareholder & Banking & (Family Estate),4/4/2023 5:01,,,1932.0,11.0,1.0,111.07,0.2,"$118,725,279,596 ",35.9,113.9,76.5,21.9,45.8,36910560.0,31.791702,-7.09262,"Banking, insurance",2
2133,1300,Diversified,Hari Bhartia,66.0,India,Delhi,Diversified,Diversified,India,,False,D,M,12/12/1956 0:00,Bhartia,Hari,Heir & Major Shareholder,4/4/2023 5:01,,,1956.0,12.0,12.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Diversified,10
2133,1300,Healthcare,Shyam Bhartia,70.0,India,Delhi,"Pharmaceuticals, food",Healthcare,India,,False,D,M,11/9/1952 0:00,Bhartia,Shyam,Heir & Major Shareholder & Pharmaceuticals,4/4/2023 5:01,,,1952.0,11.0,9.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,"Pharmaceuticals, food",2
2133,1300,Technology,Stewart Butterfield,50.0,United States,Aspen,Messaging software,Technology,Canada,Slack,True,D,M,3/21/1973 0:00,Butterfield,Stewart,Cofounder and CEO,4/4/2023 5:01,Colorado,West,1973.0,3.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Messaging software, Slack",2
2133,1300,Technology,Cai Mingtong,71.0,China,Quanzhou,Electronic components,Technology,China,,True,D,M,2/15/1952 0:00,Cai,Mingtong,Founder & Entrepreneur,4/4/2023 5:01,,,1952.0,2.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electronic components,1
2133,1300,Technology,Anthony Casalena,40.0,United States,Monkton,Software,Technology,United States,,True,E,M,4/24/1982 0:00,Casalena,Anthony,Founder & Entrepreneur,4/4/2023 5:01,Maryland,South,1982.0,4.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Software,1
2133,1300,Manufacturing,Chang Jianming & family,58.0,China,Shanghai,Industrial equipment,Manufacturing,China,,True,N,M,2/11/1965 0:00,Chang,Jianming,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1965.0,2.0,11.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Industrial equipment,1
2133,1300,Real Estate,Richard Chang,76.0,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,,True,D,M,1/1/1947 0:00,Chang,Richard,Founder & Entrepreneur & estate,4/4/2023 5:01,,,1947.0,1.0,1.0,,,,,,,,,,,,"Real estate, electronics",2
2133,1300,Metals & Mining,Chen Xuehua,62.0,China,Tongxiang,Minerals processing,Metals & Mining,China,,True,D,M,1/1/1961 0:00,Chen,Xuehua,Founder & Entrepreneur,4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Minerals processing,1
2133,1300,Manufacturing,Chen Yin,50.0,China,Shanghai,Power tools,Manufacturing,China,,True,N,M,1/1/1973 0:00,Chen,Yin,Founder & Entrepreneur,4/4/2023 5:01,,,1973.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Power tools,1
2133,1300,Automotive,Chin Jong Hwa,64.0,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,,True,D,M,6/1/1958 0:00,Chin,Jong Hwa,Founder & Entrepreneur,4/4/2023 5:01,,,1958.0,6.0,1.0,,,,,,,,,,,,Auto parts,1
2133,1300,Telecom,R. Marcelo Claure,52.0,United States,Miami Beach,Cell phone distribution,Telecom,United States,,True,N,M,12/9/1970 0:00,Claure,R. Marcelo,Founder & Entrepreneur,4/4/2023 5:01,Florida,South,1970.0,12.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Cell phone distribution,1
2133,1300,Finance & Investments,Alberto Cortina,77.0,Spain,Madrid,Investments,Finance & Investments,Spain,,True,E,M,1/20/1946 0:00,Cortina,Alberto,Founder & Entrepreneur,4/4/2023 5:01,,,1946.0,1.0,20.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Investments,1
2133,1300,Real Estate,Eduardo Costantini,76.0,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,,True,D,M,9/17/1946 0:00,Costantini,Eduardo,Founder & Entrepreneur,4/4/2023 5:01,,,1946.0,9.0,17.0,232.75,53.5,"$449,663,446,954 ",90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672,Real estate,1
2133,1300,Food & Beverage,Wenjun Dai,54.0,China,Changsha,Food,Food & Beverage,China,,True,D,M,8/12/1968 0:00,Dai,Wenjun,Founder & Entrepreneur,4/4/2023 5:01,,,1968.0,8.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Food,1
2133,1300,Technology,Anand Deshpande,60.0,India,Pune,Technology,Technology,India,,True,E,M,5/1/1962 0:00,Deshpande,Anand,Founder & Entrepreneur,4/4/2023 5:01,,,1962.0,5.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Technology,1
2133,1300,Media & Entertainment,Aydin Dogan,86.0,Turkey,Istanbul,Media,Media & Entertainment,Turkey,,True,U,M,4/15/1936 0:00,Dogan,Aydin,Founder & Entrepreneur,4/4/2023 5:01,,,1936.0,4.0,15.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,Media,1
2133,1300,Finance & Investments,Annalisa Doris,52.0,Italy,Segrate,Financial services,Finance & Investments,Italy,,False,N,F,5/7/1970 0:00,Doris,Annalisa,Heir & Major Shareholder,4/4/2023 5:01,,,1970.0,5.0,7.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Financial services,1
2133,1300,Finance & Investments,Massimo Doris,55.0,Italy,Milan,Financial services,Finance & Investments,Italy,,False,N,M,6/9/1967 0:00,Doris,Massimo,Heir & Major Shareholder,4/4/2023 5:01,,,1967.0,6.0,9.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Financial services,1
2133,1300,Healthcare,Weimin Du,59.0,China,Shenzhen,Vaccines,Healthcare,China,,True,D,M,12/1/1963 0:00,Du,Weimin,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Vaccines,1
2133,1300,Energy,Timothy Dunn & family,67.0,United States,Midland,Energy,Energy,United States,,True,N,M,12/18/1955 0:00,Dunn,Timothy,Controlling Shareholder & (Family Estate),4/4/2023 5:01,Texas,South,1955.0,12.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Energy,1
2133,1300,Media & Entertainment,Keiko Erikawa,74.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,,True,Split Family Fortune,F,1/3/1949 0:00,Erikawa,Keiko,Founder & Entrepreneur,4/4/2023 5:01,,,1949.0,1.0,3.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Video games,1
2133,1300,Media & Entertainment,Yoichi Erikawa,72.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,,True,Split Family Fortune,M,10/26/1950 0:00,Erikawa,Yoichi,Founder & Entrepreneur,4/4/2023 5:01,,,1950.0,10.0,26.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Video games,1
2133,1300,Finance & Investments,Philip Fayer,45.0,Canada,Montreal,Online payments,Finance & Investments,Canada,,True,D,M,1/12/1978 0:00,Fayer,Philip,Founder & Entrepreneur,4/4/2023 5:01,,,1978.0,1.0,12.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Online payments,1
2133,1300,Real Estate,Marvy Finger,87.0,United States,Houston,Real estate,Real Estate,United States,,True,E,M,12/8/1935 0:00,Finger,Marvy,Founder & Entrepreneur,4/4/2023 5:01,Texas,,1935.0,12.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
2133,1300,Construction & Engineering,Simona Giorgetta,45.0,Italy,Milan,Chemical products,Construction & Engineering,Italy,,False,E,F,4/24/1977 0:00,Giorgetta,Simona,Heir & Major Shareholder,4/4/2023 5:01,,,1977.0,4.0,24.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Chemical products,1
2133,1300,Finance & Investments,Joel Greenberg,65.0,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,,True,N,M,8/19/1957 0:00,Greenberg,Joel,Founder & Entrepreneur & Trading,4/4/2023 5:01,Pennsylvania,Northeast,1957.0,8.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Trading, investments",2
2133,1300,Finance & Investments,He Zhiping,59.0,China,Shenzhen,Investments,Finance & Investments,China,,True,D,M,1/1/1964 0:00,He,Zhiping,Founder & Entrepreneur,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Investments,1
2133,1300,Manufacturing,Heikki Herlin,36.0,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,,False,U,M,1/1/1987 0:00,Herlin,Heikki,Heir & Major Shareholder & Elevators,4/4/2023 5:01,,,1987.0,1.0,1.0,112.33,1.0,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151,"Elevators, escalators",2
2133,1300,Real Estate,Hoi Kin Hong,70.0,China,Shanghai,Real estate,Real Estate,Macau,,True,D,M,9/1/1952 0:00,Hoi,Kin Hong,Founder & Entrepreneur,4/4/2023 5:01,,,1952.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Real estate,1
